21.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
44.0, Private, Bachelors,13, Sales, Unmarried, White, Female,0.0,0,35, United-States, <=50K
45.0, Federal-gov, Assoc-acdm,12, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, >50K
35.0, Federal-gov, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
73.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,37, United-States, <=50K
53.0, Federal-gov, HS-grad,9, Adm-clerical, Husband, Black, Male,0.0,1977,40, United-States, >50K
53.0, State-gov, Doctorate,16, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
58.0, Self-emp-inc, HS-grad,9, Sales, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
59.0, Private, Assoc-voc,11, Sales, Husband, White, Male,0.0,1740,50, United-States, <=50K
33.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
76.0, Self-emp-inc, 9th,5, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, Bachelors,13, Adm-clerical, Not-in-family, White, Male,0.0,0,35, United-States, <=50K
49.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
29.0, Private, HS-grad,9, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
31.0, Federal-gov, HS-grad,9, Tech-support, Husband, White, Male,0.0,0,40, United-States, <=50K
43.0, Federal-gov, Bachelors,13, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
33.0, Private, Assoc-acdm,12, Craft-repair, Husband, White, Male,0.0,0,45, Portugal, <=50K
24.0, Private, HS-grad,9, Adm-clerical, Other-relative, White, Male,0.0,0,40, United-States, <=50K
24.0, Private, Some-college,10, Sales, Own-child, White, Female,0.0,0,40, United-States, <=50K
58.0, Private, Bachelors,13, Craft-repair, Own-child, White, Female,,0,20, United-States, <=50K
17.0,, 10th,6,, Own-child, White, Male,0.0,0,40, United-States, <=50K
29.0,, HS-grad,9,, Not-in-family, White, Male,0.0,0,35, United-States, <=50K
27.0, State-gov, Some-college,10, Exec-managerial, Husband, Black, Male,0.0,0,40, United-States, >50K
23.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,60, United-States, <=50K
29.0, Private, HS-grad,9, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0,45, United-States, <=50K
22.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
66.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,0,5, United-States, >50K
41.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
27.0, Self-emp-not-inc, Some-college,10, Other-service, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
25.0, Private, Assoc-acdm,12, Craft-repair, Not-in-family, White, Male,0.0,0,30, United-States, <=50K
35.0, Private, Assoc-voc,11, Prof-specialty, Own-child, Black, Male,0.0,0,40, United-States, <=50K
34.0, Private, Bachelors,13, Exec-managerial, Husband, Black, Male,0.0,0,45, United-States, >50K
39.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,48, United-States, <=50K
75.0, Self-emp-inc, HS-grad,9, Sales, Other-relative, Asian-Pac-Islander, Male,0.0,0,35, United-States, >50K
39.0, Self-emp-not-inc, 10th,6, Other-service, Not-in-family, White, Female,0.0,1721,15, United-States, <=50K
39.0, Private, HS-grad,9, Sales, Unmarried, White, Female,0.0,0,40, United-States, <=50K
27.0, Private, HS-grad,9, Transport-moving, Own-child, White, Male,0.0,0,60, United-States, <=50K
48.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,65, United-States, >50K
42.0, Private, HS-grad,9, Exec-managerial, Wife, White, Female,0.0,0,40, United-States, >50K
21.0, Private, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
28.0,, HS-grad,9,, Own-child, Black, Male,0.0,0,40, United-States, <=50K
58.0, Self-emp-not-inc, 1st-4th,2, Transport-moving, Husband, White, Male,0.0,2179,18, United-States, <=50K
56.0, Private, Bachelors,13, Adm-clerical, Husband, White, Male,0.0,0,30, Canada, <=50K
38.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,60, United-States, <=50K
21.0, Private, Assoc-acdm,12, Other-service, Not-in-family, Black, Male,0.0,0,35, Jamaica, <=50K
25.0, Local-gov, Bachelors,13, Prof-specialty, Not-in-family, White, Male,0.0,0,35, Italy, <=50K
45.0, Private, Doctorate,16, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, >50K
80.0, Self-emp-not-inc, 7th-8th,4, Farming-fishing, Not-in-family, White, Male,0.0,0,35, United-States, <=50K
23.0, Private, HS-grad,9, Sales, Own-child, White, Male,0.0,0,40, United-States, <=50K
54.0, Private, HS-grad,9, Prof-specialty, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
40.0, Private, 12th,8, Other-service, Husband, Black, Male,,0,40, Jamaica, <=50K
21.0, Private, HS-grad,9, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
17.0, Private, 9th,5, Craft-repair, Own-child, White, Male,,0,40, United-States, <=50K
49.0, Private, Assoc-voc,11, Prof-specialty, Not-in-family, White, Female,0.0,0,38, United-States, <=50K
18.0, Private, 12th,8, Other-service, Own-child, White, Male,0.0,0,15, United-States, <=50K
18.0, Private, 11th,7, Adm-clerical, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
64.0, Local-gov, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,99, United-States, <=50K
52.0, Self-emp-not-inc, HS-grad,9, Other-service, Other-relative, Black, Female,0.0,0,40, United-States, <=50K
32.0, Private, HS-grad,9, Exec-managerial, Wife, White, Female,0.0,0,40, United-States, <=50K
19.0, Private, Some-college,10, Sales, Own-child, White, Female,0.0,0,20, United-States, <=50K
28.0, Local-gov, Bachelors,13, Prof-specialty, Not-in-family, White, Female,,0,40, United-States, <=50K
39.0, Private, HS-grad,9, Machine-op-inspct, Unmarried, Black, Female,0.0,0,36, United-States, <=50K
26.0, Self-emp-not-inc, Some-college,10, Prof-specialty, Not-in-family, White, Female,0.0,0,4, Mexico, <=50K
31.0, Private, 1st-4th,2, Handlers-cleaners, Not-in-family, White, Male,0.0,0,37, Mexico, <=50K
40.0, Private, Some-college,10, Machine-op-inspct, Husband, White, Male,0.0,0,50, United-States, >50K
31.0, State-gov, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Female,3325.0,0,35, United-States, <=50K
50.0, Private, 11th,7, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
45.0, Private, HS-grad,9, Sales, Unmarried, White, Female,0.0,0,45, United-States, <=50K
57.0, Private, 10th,6, Other-service, Unmarried, White, Female,0.0,0,40, United-States, <=50K
51.0, Private, 7th-8th,4, Transport-moving, Husband, White, Male,0.0,0,40, Cuba, <=50K
29.0, Private, HS-grad,9, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
54.0,, HS-grad,9,, Not-in-family, White, Female,4416.0,0,25, United-States, <=50K
43.0, Private, HS-grad,9, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
22.0, Private, Bachelors,13, Adm-clerical, Own-child, White, Female,0.0,0,35, United-States, <=50K
67.0,, HS-grad,9,, Other-relative, White, Female,0.0,0,8, United-States, <=50K
38.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,60, United-States, >50K
24.0, Private, 12th,8, Other-service, Own-child, White, Female,0.0,0,38, United-States, <=50K
25.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
44.0, Local-gov, Masters,14, Prof-specialty, Husband, White, Male,0.0,0,44, United-States, >50K
26.0, Private, HS-grad,9, Other-service, Other-relative, White, Male,0.0,0,30, United-States, <=50K
49.0, Private, 9th,5, Other-service, Not-in-family, Black, Female,0.0,0,16, Jamaica, <=50K
30.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,60, Outlying-US(Guam-USVI-etc), <=50K
38.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
22.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
25.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
36.0, Local-gov, HS-grad,9, Adm-clerical, Wife, Asian-Pac-Islander, Female,0.0,0,40, China, >50K
31.0, Private, 9th,5, Other-service, Own-child, White, Male,0.0,0,40, United-States, <=50K
31.0, Private, 9th,5, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
23.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,8, United-States, <=50K
26.0, Private, Some-college,10, Handlers-cleaners, Own-child, White, Male,0.0,0,40, United-States, <=50K
47.0, Local-gov, Bachelors,13, Craft-repair, Husband, White, Male,0.0,0,50, United-States, >50K
17.0, Private, 10th,6, Handlers-cleaners, Own-child, White, Male,0.0,0,20, United-States, <=50K
43.0, Private, HS-grad,9, Craft-repair, Wife, Black, Female,0.0,0,42, United-States, >50K
41.0,, HS-grad,9,, Not-in-family, Black, Female,0.0,0,32, United-States, <=50K
63.0,, Doctorate,16,, Husband, White, Male,0.0,0,12, United-States, <=50K
43.0, Private, Some-college,10, Adm-clerical, Husband, White, Male,5013.0,0,40, United-States, <=50K
28.0, Private, Some-college,10, Sales, Not-in-family, Other, Male,0.0,0,40, India, <=50K
36.0, Private, Assoc-acdm,12, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0.0,0,40, Taiwan, <=50K
70.0, Private, 7th-8th,4, Other-service, Husband, White, Male,0.0,0,25, United-States, <=50K
44.0, Local-gov, 12th,8, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
21.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,30, Columbia, <=50K
68.0, Local-gov, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,40, United-States, <=50K
24.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
58.0, Self-emp-not-inc, HS-grad,9, Exec-managerial, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
56.0, Private, HS-grad,9, Other-service, Unmarried, Black, Female,594.0,0,20, United-States, <=50K
43.0, Private, Some-college,10, Sales, Not-in-family, White, Male,0.0,0,45, Mexico, <=50K
60.0, Private, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, >50K
49.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
27.0, Private, Bachelors,13, Adm-clerical, Wife, White, Female,0.0,0,40, Cuba, >50K
64.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,40, Cuba, <=50K
39.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
43.0, State-gov, HS-grad,9, Protective-serv, Husband, White, Male,0.0,0,40, United-States, <=50K
24.0, Private, Masters,14, Prof-specialty, Not-in-family, White, Female,0.0,0,45, United-States, <=50K
44.0, Private, HS-grad,9, Craft-repair, Unmarried, White, Male,0.0,0,40, United-States, <=50K
54.0, Private, HS-grad,9, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, >50K
28.0, Federal-gov, Bachelors,13, Prof-specialty, Own-child, Black, Female,0.0,0,40, United-States, <=50K
35.0, Private, 12th,8, Craft-repair, Not-in-family, White, Male,0.0,0,50, United-States, >50K
24.0, Private, Bachelors,13, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0.0,0,40, Philippines, <=50K
40.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
34.0, Private, Assoc-voc,11, Handlers-cleaners, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
44.0, Local-gov, Assoc-voc,11, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
65.0,, HS-grad,9,, Unmarried, White, Female,0.0,2206,10, United-States, <=50K
41.0, Self-emp-inc, Some-college,10, Machine-op-inspct, Not-in-family, White, Female,0.0,0,40, Honduras, <=50K
27.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,60, United-States, <=50K
53.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,35, United-States, >50K
34.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,40, United-States, >50K
20.0, Private, Masters,14, Exec-managerial, Own-child, White, Male,0.0,0,25, United-States, <=50K
39.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
49.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Own-child, White, Female,0.0,0,40, United-States, <=50K
29.0, Private, HS-grad,9, Other-service, Wife, White, Female,0.0,0,40, United-States, <=50K
30.0, Local-gov, Assoc-acdm,12, Protective-serv, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
45.0, Private, 12th,8, Adm-clerical, Wife, Black, Female,3103.0,0,40, United-States, >50K
49.0, Private, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,65, United-States, >50K
38.0, Private, Some-college,10, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
41.0, Local-gov, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,35, United-States, >50K
28.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, <=50K
26.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,65, United-States, <=50K
61.0, Private, HS-grad,9, Adm-clerical, Husband, White, Male,0.0,0,3, United-States, <=50K
47.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
46.0, Private, Assoc-voc,11, Adm-clerical, Not-in-family, White, Female,,0,40, United-States, <=50K
, Private, HS-grad,9, Adm-clerical, Wife, White, Female,2829.0,0,40, United-States, <=50K
32.0, Private, 5th-6th,3, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0.0,0,40, Laos, >50K
18.0,, Some-college,10,, Own-child, White, Female,0.0,1602,24, United-States, <=50K
37.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
33.0, Private, Some-college,10, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
58.0, Private, 9th,5, Machine-op-inspct, Husband, Black, Male,3781.0,0,40, United-States, <=50K
20.0, Local-gov, HS-grad,9, Protective-serv, Husband, Black, Male,0.0,0,30, Puerto-Rico, <=50K
, Private, Prof-school,15, Prof-specialty, Own-child, White, Male,0.0,0,50, United-States, <=50K
28.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
58.0, State-gov, HS-grad,9, Other-service, Own-child, Black, Male,0.0,0,40, United-States, <=50K
, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,1672,45, United-States, <=50K
51.0, Private, Masters,14, Tech-support, Husband, White, Male,0.0,0,40, United-States, >50K
27.0,, HS-grad,9,, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
39.0, Private, Bachelors,13, Sales, Husband, White, Male,0.0,0,55, United-States, <=50K
40.0, Private, Assoc-voc,11, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, <=50K
49.0, Private, Bachelors,13, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
40.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,55, United-States, <=50K
42.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
41.0, State-gov, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
50.0, Local-gov, Masters,14, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0,50, United-States, >50K
39.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,55, United-States, <=50K
23.0, Private, Some-college,10, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
29.0, Private, Assoc-voc,11, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
23.0, Private, Masters,14, Sales, Not-in-family, White, Female,0.0,0,20, United-States, <=50K
48.0, Private, HS-grad,9, Sales, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
50.0, State-gov, Bachelors,13, Prof-specialty, Not-in-family, White, Male,6849.0,0,40, United-States, <=50K
35.0, Private, 12th,8, Other-service, Not-in-family, White, Female,0.0,0,30, United-States, <=50K
38.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,55, United-States, >50K
28.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,38, United-States, <=50K
17.0,, 10th,6,, Other-relative, White, Male,0.0,0,12, United-States, <=50K
52.0, Private, Some-college,10, Sales, Unmarried, White, Female,0.0,0,50, United-States, <=50K
51.0, Local-gov, Some-college,10, Exec-managerial, Husband, Black, Male,0.0,0,40, United-States, >50K
45.0, Private, Assoc-acdm,12, Sales, Unmarried, White, Female,0.0,0,40, Cuba, <=50K
34.0, Self-emp-not-inc, Bachelors,13, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
82.0, Private, 5th-6th,3, Other-service, Unmarried, White, Male,0.0,0,20, United-States, <=50K
41.0, Private, Assoc-acdm,12, Tech-support, Husband, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,38, United-States, <=50K
46.0, Private, Some-college,10, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, <=50K
36.0, Private, Bachelors,13, Sales, Other-relative, Asian-Pac-Islander, Female,0.0,0,40, South, <=50K
21.0, Private, HS-grad,9, Machine-op-inspct, Unmarried, White, Male,0.0,0,40, Mexico, <=50K
63.0, Federal-gov, Some-college,10, Exec-managerial, Unmarried, White, Female,0.0,0,40, United-States, <=50K
37.0, Private, HS-grad,9, Other-service, Not-in-family, White, Male,0.0,0,75, United-States, <=50K
66.0, Private, Bachelors,13, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0,30, Philippines, <=50K
27.0, Private, 9th,5, Priv-house-serv, Unmarried, White, Female,0.0,0,24, Mexico, <=50K
21.0, Private, HS-grad,9, Priv-house-serv, Not-in-family, White, Female,0.0,0,25, United-States, <=50K
36.0, Private, Masters,14, Prof-specialty, Husband, White, Male,7298.0,0,55, United-States, >50K
18.0, Private, 11th,7, Adm-clerical, Own-child, White, Female,0.0,0,5, United-States, <=50K
, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,35, United-States, >50K
42.0, Self-emp-not-inc, Bachelors,13, Farming-fishing, Husband, White, Male,0.0,0,50, United-States, <=50K
51.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, Black, Female,0.0,0,40, United-States, <=50K
38.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
20.0, Private, Some-college,10, Farming-fishing, Not-in-family, White, Male,0.0,0,72, United-States, <=50K
27.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Female,0.0,0,40, Jamaica, <=50K
17.0, Private, 11th,7, Sales, Own-child, White, Female,0.0,0,20, United-States, <=50K
30.0, Private, 11th,7, Handlers-cleaners, Own-child, White, Male,0.0,0,49, United-States, <=50K
45.0, Self-emp-not-inc, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,50, United-States, <=50K
23.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Female,0.0,0,35, United-States, <=50K
25.0, Private, Some-college,10, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
42.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,45, United-States, <=50K
20.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
26.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, Mexico, <=50K
42.0, Local-gov, 7th-8th,4, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
52.0, Private, 7th-8th,4, Machine-op-inspct, Not-in-family, Black, Female,0.0,0,40, United-States, <=50K
40.0, Self-emp-not-inc, Bachelors,13, Prof-specialty, Not-in-family, White, Female,2174.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,50, United-States, <=50K
21.0, Private, HS-grad,9, Sales, Own-child, White, Female,0.0,0,30, United-States, <=50K
20.0, Private, 7th-8th,4, Machine-op-inspct, Other-relative, White, Male,0.0,0,40, United-States, <=50K
28.0, Private, Some-college,10, Sales, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
49.0, Private, Some-college,10, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, >50K
22.0, Private, HS-grad,9, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
42.0, Private, Some-college,10, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
46.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,44, United-States, >50K
51.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,50, United-States, <=50K
23.0, Private, HS-grad,9, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
60.0, Private, Some-college,10, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
31.0, Private, 9th,5, Handlers-cleaners, Husband, Black, Male,0.0,0,48, United-States, <=50K
31.0, Self-emp-not-inc, Bachelors,13, Tech-support, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
55.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Unmarried, White, Female,0.0,0,55, United-States, <=50K
63.0,, HS-grad,9,, Husband, White, Male,0.0,0,20, United-States, <=50K
43.0, Private, Some-college,10, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, <=50K
, State-gov, HS-grad,9, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
31.0, Private, Assoc-voc,11, Prof-specialty, Husband, White, Male,0.0,0,45, United-States, <=50K
59.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,5013.0,0,40, United-States, <=50K
41.0, Private, 1st-4th,2, Farming-fishing, Unmarried, White, Male,0.0,0,40, Mexico, <=50K
32.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,40, Italy, <=50K
32.0, Private, Some-college,10, Prof-specialty, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
23.0, Private, Some-college,10, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
40.0, Private, Masters,14, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, >50K
47.0, Private, Bachelors,13, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
49.0, State-gov, Masters,14, Prof-specialty, Husband, White, Male,0.0,0,45, United-States, >50K
22.0, Private, Bachelors,13, Sales, Own-child, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,12, United-States, <=50K
32.0, Private, HS-grad,9, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0.0,0,60, South, <=50K
45.0, Self-emp-inc, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, <=50K
62.0, Private, Some-college,10, Priv-house-serv, Unmarried, White, Female,0.0,0,40, United-States, <=50K
61.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,55, United-States, <=50K
44.0, Private, HS-grad,9, Sales, Not-in-family, Asian-Pac-Islander, Female,0.0,0,40, United-States, <=50K
50.0, Private, Some-college,10, Transport-moving, Husband, White, Male,0.0,0,70, United-States, >50K
23.0, Private, Bachelors,13, Prof-specialty, Own-child, White, Male,0.0,0,40, United-States, <=50K
59.0, Self-emp-not-inc, HS-grad,9, Other-service, Own-child, White, Female,0.0,0,24, United-States, <=50K
26.0, Local-gov, Bachelors,13, Prof-specialty, Own-child, Black, Male,0.0,0,38, England, <=50K
28.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
21.0, Private, Some-college,10, Transport-moving, Own-child, White, Male,0.0,0,10, United-States, <=50K
23.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Male,0.0,0,30, United-States, <=50K
39.0, Private, HS-grad,9, Exec-managerial, Not-in-family, White, Male,0.0,0,80, United-States, <=50K
63.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,15, United-States, <=50K
24.0, Self-emp-not-inc, 7th-8th,4, Farming-fishing, Own-child, White, Male,0.0,0,50, United-States, <=50K
24.0, Private, Bachelors,13, Sales, Not-in-family, White, Female,0.0,0,50, United-States, <=50K
23.0, Private, HS-grad,9, Sales, Own-child, White, Male,0.0,0,35, United-States, <=50K
64.0,, Some-college,10,, Not-in-family, White, Male,0.0,0,4, United-States, <=50K
20.0, Private, 12th,8, Other-service, Own-child, White, Male,0.0,0,35, United-States, <=50K
27.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,0.0,0,43, United-States, <=50K
28.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
41.0, Private, HS-grad,9, Tech-support, Husband, White, Male,0.0,0,40, Peru, <=50K
38.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,50, United-States, <=50K
46.0, Local-gov, Bachelors,13, Prof-specialty, Own-child, White, Male,4787.0,0,45, United-States, >50K
42.0, Private, Masters,14, Prof-specialty, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
44.0, Private, Some-college,10, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,45, United-States, <=50K
39.0, Private, Masters,14, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
25.0, Private, Some-college,10, Adm-clerical, Wife, White, Female,0.0,0,40, United-States, >50K
35.0, Private, Some-college,10, Machine-op-inspct, Not-in-family, White, Male,0.0,1974,40, United-States, <=50K
33.0, Private, HS-grad,9, Other-service, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
36.0, Private, HS-grad,9, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0,40, United-States, <=50K
28.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,20, United-States, <=50K
45.0, Self-emp-not-inc, Bachelors,13, Prof-specialty, Not-in-family, White, Male,0.0,0,45, France, <=50K
41.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
31.0, Private, HS-grad,9, Exec-managerial, Unmarried, White, Female,0.0,0,40, United-States, <=50K
33.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
,, 11th,7,, Not-in-family, White, Female,6849.0,0,60, United-States, <=50K
25.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,80, United-States, >50K
45.0, Federal-gov, Masters,14, Sales, Husband, White, Male,0.0,0,50, United-States, >50K
48.0, Self-emp-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,60, United-States, >50K
23.0, Private, Some-college,10, Handlers-cleaners, Own-child, White, Male,0.0,0,15, United-States, <=50K
33.0,, Some-college,10,, Wife, White, Female,0.0,0,50, United-States, <=50K
36.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
